"9","Delphine","True","ex hic consequuntur earum omnis alias ut occaecati culpa"
"9","Delphine","True","omnis laboriosam molestias animi sunt dolore"
"9","Delphine","False","natus corrupti maxime laudantium et voluptatem laboriosam odit"
"9","Delphine","False","reprehenderit quos aut aut consequatur est sed"
"9","Delphine","False","fugiat perferendis sed aut quidem"
"9","Delphine","False","quos quo possimus suscipit minima ut"
"9","Delphine","False","et quis minus quo a asperiores molestiae"
"9","Delphine","False","recusandae quia qui sunt libero"
"9","Delphine","True","ea odio perferendis officiis"
"9","Delphine","False","quisquam aliquam quia doloribus aut"
"9","Delphine","True","fugiat aut voluptatibus corrupti deleniti velit iste odio"
"9","Delphine","False","et provident amet rerum consectetur et voluptatum"
"9","Delphine","False","harum ad aperiam quis"
"9","Delphine","False","similique aut quo"
"9","Delphine","True","laudantium eius officia perferendis provident perspiciatis asperiores"
"9","Delphine","False","magni soluta corrupti ut maiores rem quidem"
"9","Delphine","False","et placeat temporibus voluptas est tempora quos quibusdam"
"9","Delphine","True","nesciunt itaque commodi tempore"
"9","Delphine","True","omnis consequuntur cupiditate impedit itaque ipsam quo"
"9","Delphine","True","debitis nisi et dolorem repellat et"
